,index,pose,keypoints
322,322,HOLD,"[0.0, 0.0, 0.0, -0.24742268041237114, -0.005154639175257732, -9.441389835655004e-05, -0.4948453608247423, -0.08247422680412371, -0.0001439147397351012, -0.6752577319587629, -0.15979381443298968, -0.00018909061508977465, -0.8144329896907216, -0.2422680412371134, -0.0002303428476401204, -0.4948453608247423, -0.4381443298969072, -6.249199140293011e-05, -0.6752577319587629, -0.6288659793814433, -0.00014272687139560197, -0.7731958762886598, -0.7422680412371134, -0.00021060259195615266, -0.8505154639175257, -0.8402061855670103, -0.00025842907856702736, -0.3917525773195876, -0.520618556701031, -7.947863347419687e-05, -0.5515463917525774, -0.7474226804123711, -0.00014247518387012803, -0.6391752577319587, -0.8814432989690721, -0.00019604048978704697, -0.711340206185567, -0.9948453608247423, -0.0002348553839507784, -0.26804123711340205, -0.5567010309278351, -0.0001143295019186642, -0.3917525773195876, -0.7783505154639175, -0.00018005421297734474, -0.4742268041237113, -0.9020618556701031, -0.00021395771513562772, -0.5515463917525774, -1.0, -0.00023794113407712552, -0.11855670103092783, -0.5618556701030928, -0.00016041940797210897, -0.18041237113402062, -0.7525773195876289, -0.0002172504493038672, -0.2268041237113402, -0.8711340206185567, -0.00023219011156497472, -0.27835051546391754, -0.9742268041237113, -0.0002404018419394781]"
323,323,HOLD,"[0.0, 0.0, 0.0, -0.23645320197044334, -0.014778325123152709, -9.518296967013637e-05, -0.46798029556650245, -0.09359605911330049, -0.0001471902610810805, -0.6403940886699507, -0.18226600985221675, -0.00019388566472568455, -0.7733990147783252, -0.2660098522167488, -0.00023719574292613288, -0.45320197044334976, -0.4433497536945813, -7.282837427029389e-05, -0.6206896551724138, -0.6354679802955665, -0.00015579238763304687, -0.7142857142857143, -0.7487684729064039, -0.00022505437955201474, -0.7881773399014779, -0.8522167487684729, -0.00027367306983250625, -0.3497536945812808, -0.5221674876847291, -8.815653080731698e-05, -0.49261083743842365, -0.7487684729064039, -0.0001526137240445371, -0.5763546798029556, -0.8866995073891626, -0.00020632039012301065, -0.6403940886699507, -1.0, -0.0002456200189809192, -0.22660098522167488, -0.5517241379310345, -0.00012045799080095188, -0.33497536945812806, -0.7733990147783252, -0.00018562757699081383, -0.4088669950738916, -0.896551724137931, -0.00021902032682769325, -0.47783251231527096, -1.0, -0.0002433681085222746, -0.07881773399014778, -0.5517241379310345, -0.00016389344428868638, -0.12807881773399016, -0.7339901477832512, -0.00022174656033236911, -0.1724137931034483, -0.8522167487684729, -0.0002378743880518837, -0.21674876847290642, -0.9507389162561576, -0.0002469693264674956]"
324,324,HOLD,"[0.0, 0.0, 0.0, -0.22274881516587677, -0.014218009478672985, -9.26762039575989e-05, -0.45023696682464454, -0.0995260663507109, -0.0001428962421874192, -0.6113744075829384, -0.1895734597156398, -0.0001874786714896664, -0.7488151658767772, -0.26540284360189575, -0.00022931302829143615, -0.4265402843601896, -0.45023696682464454, -7.381448537584784e-05, -0.5829383886255924, -0.6445497630331753, -0.00015310979644601432, -0.6635071090047393, -0.7630331753554502, -0.0002195704407691283, -0.7251184834123223, -0.8672985781990521, -0.0002666133890027011, -0.3175355450236967, -0.5213270142180095, -8.861258314733876e-05, -0.45023696682464454, -0.7488151658767772, -0.00014944400485990226, -0.5213270142180095, -0.8909952606635071, -0.000199841303348474, -0.5829383886255924, -1.0, -0.00023736613486947662, -0.1943127962085308, -0.5497630331753555, -0.00011995042252646858, -0.2890995260663507, -0.7677725118483413, -0.0001829321577175426, -0.35545023696682465, -0.8909952606635071, -0.0002164082342786704, -0.41706161137440756, -0.990521327014218, -0.00024108416879678845, -0.052132701421800945, -0.5402843601895735, -0.00016206385830334633, -0.08530805687203792, -0.7251184834123223, -0.0002185484576936474, -0.11848341232227488, -0.8341232227488151, -0.00023574294996819845, -0.16113744075829384, -0.933649289099526, -0.00024615718437929346]"
325,325,HOLD,"[0.0, 0.0, 0.0, -0.21818181818181817, -0.013636363636363636, -9.519048832554621e-05, -0.43636363636363634, -0.10454545454545454, -0.00014439811880813315, -0.5954545454545455, -0.19090909090909092, -0.00018714308181467292, -0.7272727272727273, -0.2727272727272727, -0.00022636315820767034, -0.40454545454545454, -0.45, -6.74281433718575e-05, -0.55, -0.6409090909090909, -0.00014141772570455528, -0.6272727272727273, -0.759090909090909, -0.00020536989432364615, -0.6818181818181818, -0.8636363636363636, -0.00025162137148930177, -0.3, -0.5181818181818182, -7.930412331285714e-05, -0.41818181818181815, -0.7454545454545455, -0.00013531196643880734, -0.4818181818181818, -0.8863636363636364, -0.0001831719731559257, -0.5318181818181819, -1.0, -0.0002194493411433417, -0.17727272727272728, -0.5454545454545454, -0.0001084972168050833, -0.2681818181818182, -0.759090909090909, -0.0001696244977908505, -0.32727272727272727, -0.8818181818181818, -0.00020418792744449505, -0.38181818181818183, -0.9863636363636363, -0.00023001157206088216, -0.04090909090909091, -0.5318181818181819, -0.00014870834741600447, -0.06363636363636363, -0.7090909090909091, -0.00020573505743858402, -0.09090909090909091, -0.8181818181818182, -0.0002255330788634844, -0.11818181818181818, -0.9136363636363637, -0.0002381103701028761]"
326,326,HOLD,"[0.0, 0.0, 0.0, -0.21428571428571427, -0.017857142857142856, -9.504720538419267e-05, -0.4330357142857143, -0.09821428571428571, -0.00014588058762881367, -0.59375, -0.17857142857142858, -0.00019132695064045486, -0.7232142857142857, -0.25, -0.0002345218413279631, -0.39285714285714285, -0.44642857142857145, -6.924891731000368e-05, -0.5357142857142857, -0.6294642857142857, -0.00014582692016545145, -0.6160714285714286, -0.75, -0.00021227568823408864, -0.6741071428571429, -0.8571428571428571, -0.00026099563346474293, -0.29017857142857145, -0.5178571428571429, -8.290104604289996e-05, -0.40625, -0.7410714285714286, -0.0001425783339791106, -0.46875, -0.8839285714285714, -0.00019404531492815482, -0.5178571428571429, -1.0, -0.00023323430449931744, -0.16964285714285715, -0.5401785714285714, -0.00011370191253818567, -0.25892857142857145, -0.7544642857142857, -0.00017745663049062443, -0.3169642857142857, -0.8794642857142857, -0.00021659077181444632, -0.375, -0.9866071428571429, -0.00024598878378943666, -0.03571428571428571, -0.5267857142857143, -0.000155523734397026, -0.05357142857142857, -0.7008928571428571, -0.00021417374027191523, -0.07589285714285714, -0.8125, -0.00023715324337025834, -0.09821428571428571, -0.9107142857142857, -0.0002527605965370684]"
327,327,HOLD,"[0.0, 0.0, 0.0, -0.20614035087719298, -0.013157894736842105, -9.623378337022459e-05, -0.42543859649122806, -0.09210526315789473, -0.00014854836998087225, -0.5877192982456141, -0.17543859649122806, -0.00019515026476630992, -0.7192982456140351, -0.23684210526315788, -0.00024033684334019774, -0.3815789473684211, -0.43859649122807015, -7.605205585629224e-05, -0.5219298245614035, -0.6228070175438597, -0.00015496242123023412, -0.5964912280701754, -0.7456140350877193, -0.00022250356824060234, -0.6535087719298246, -0.8508771929824561, -0.00027238087550398503, -0.2807017543859649, -0.5087719298245614, -8.99141796672235e-05, -0.39035087719298245, -0.7368421052631579, -0.00015334976266682103, -0.4517543859649123, -0.881578947368421, -0.00020672771542027286, -0.5, -1.0, -0.000247013674606534, -0.16228070175438597, -0.5350877192982456, -0.00012050760339558078, -0.25, -0.7456140350877193, -0.00018895749249287817, -0.30701754385964913, -0.8728070175438597, -0.00023068175685318892, -0.36403508771929827, -0.9824561403508771, -0.000261340242449829, -0.02631578947368421, -0.5175438596491229, -0.0001617722518958225, -0.043859649122807015, -0.6885964912280702, -0.00022410055771017237, -0.06140350877192982, -0.8026315789473685, -0.0002491529062214332, -0.08333333333333333, -0.8991228070175439, -0.00026627192226226867]"
328,328,HOLD,"[0.0, 0.0, 0.0, -0.20869565217391303, -0.013043478260869565, -9.909264823380929e-05, -0.4260869565217391, -0.09130434782608696, -0.00015271238738792008, -0.5869565217391305, -0.17391304347826086, -0.00019964257416233978, -0.7217391304347827, -0.23043478260869565, -0.0002454976583535377, -0.3826086956521739, -0.4391304347826087, -8.197363546077232e-05, -0.5173913043478261, -0.6260869565217392, -0.00016148196370421454, -0.591304347826087, -0.7434782608695653, -0.00022932751751180485, -0.6478260869565218, -0.8521739130434782, -0.000280318983375779, -0.2782608695652174, -0.508695652173913, -9.56116478958976e-05, -0.391304347826087, -0.7347826086956522, -0.00016228089270100554, -0.45217391304347826, -0.8826086956521739, -0.0002184047557968281, -0.5, -1.0, -0.0002608684814725354, -0.1608695652173913, -0.5304347826086957, -0.00012570977453020513, -0.24347826086956523, -0.7478260869565218, -0.00019917913185229678, -0.3, -0.8782608695652174, -0.00024467122699619546, -0.3521739130434783, -0.9869565217391304, -0.0002777536512947721, -0.030434782608695653, -0.5130434782608696, -0.00016612602396867755, -0.0391304347826087, -0.6869565217391305, -0.0002332426356463449, -0.05217391304347826, -0.7956521739130434, -0.0002612285226814245, -0.0782608695652174, -0.8956521739130435, -0.0002805615807587806]"
329,329,HOLD,"[0.0, 0.0, 0.0, -0.2077922077922078, -0.012987012987012988, -9.973182436100343e-05, -0.42424242424242425, -0.08658008658008658, -0.00015505663470439076, -0.5844155844155844, -0.1645021645021645, -0.0002034059841050886, -0.7186147186147186, -0.22077922077922077, -0.00025135695321902064, -0.38095238095238093, -0.4329004329004329, -8.999008540633963e-05, -0.5151515151515151, -0.6190476190476191, -0.00017096988147638072, -0.5887445887445888, -0.7402597402597403, -0.0002389556069566214, -0.645021645021645, -0.8484848484848485, -0.00028978403222675974, -0.27705627705627706, -0.5064935064935064, -0.00010391423680732271, -0.3852813852813853, -0.7359307359307359, -0.00017148095582637446, -0.4458874458874459, -0.8787878787878788, -0.00022818301889454142, -0.49783549783549785, -1.0, -0.00027116593441572554, -0.16017316017316016, -0.5281385281385281, -0.000133771301610248, -0.23809523809523808, -0.7445887445887446, -0.00020819506249553207, -0.2943722943722944, -0.8787878787878788, -0.0002553588987342363, -0.3463203463203463, -0.987012987012987, -0.0002896825946684163, -0.021645021645021644, -0.5108225108225108, -0.0001735902442215997, -0.030303030303030304, -0.6796536796536796, -0.0002420057972443724, -0.04329004329004329, -0.7878787878787878, -0.0002707827294457166, -0.06493506493506493, -0.8874458874458875, -0.0002905314125453395]"
330,330,HOLD,"[0.0, 0.0, 0.0, -0.20600858369098712, -0.008583690987124463, -0.0001064511530230711, -0.41630901287553645, -0.08583690987124463, -0.0001676838216065563, -0.5793991416309013, -0.15879828326180256, -0.00022083703102678912, -0.7124463519313304, -0.2145922746781116, -0.0002745278813777789, -0.3776824034334764, -0.4248927038626609, -0.00010488035958675055, -0.5107296137339056, -0.6094420600858369, -0.00019222448322089655, -0.5879828326180258, -0.7296137339055794, -0.00026365283167108656, -0.6437768240343348, -0.8369098712446352, -0.0003166038681478685, -0.2703862660944206, -0.4978540772532189, -0.00011859359285557429, -0.3776824034334764, -0.7253218884120172, -0.0001937775935195772, -0.43776824034334766, -0.8755364806866953, -0.0002555648746889774, -0.49356223175965663, -1.0, -0.0003016943290479419, -0.15021459227467812, -0.5150214592274678, -0.0001481438585842342, -0.22317596566523606, -0.7339055793991416, -0.00022973551844529538, -0.27896995708154504, -0.871244635193133, -0.00028174758990642037, -0.33047210300429186, -0.9828326180257511, -0.0003186672632755865, -0.017167381974248927, -0.4978540772532189, -0.00018760640232043415, -0.02575107296137339, -0.6652360515021459, -0.0002616734394413433, -0.03862660944206009, -0.776824034334764, -0.00029327430960141747, -0.055793991416309016, -0.8755364806866953, -0.00031485278984714685]"
331,331,HOLD,"[0.0, 0.0, 0.0, -0.2094017094017094, -0.01282051282051282, -0.00010838511774489363, -0.4188034188034188, -0.0811965811965812, -0.0001711826228668583, -0.5811965811965812, -0.1581196581196581, -0.00022515407150943415, -0.7136752136752137, -0.2094017094017094, -0.00027952777190402384, -0.3803418803418803, -0.4230769230769231, -0.00010993718671554533, -0.5128205128205128, -0.6068376068376068, -0.00019749231047926145, -0.5897435897435898, -0.7264957264957265, -0.0002687396177604703, -0.6452991452991453, -0.8333333333333334, -0.00032136800373018656, -0.2692307692307692, -0.49572649572649574, -0.00012300766224851315, -0.3717948717948718, -0.7264957264957265, -0.00019770100633619537, -0.4358974358974359, -0.8717948717948718, -0.0002592239208945897, -0.49145299145299143, -1.0, -0.0003051952767811306, -0.14957264957264957, -0.5128205128205128, -0.0001517201143432922, -0.21794871794871795, -0.7307692307692307, -0.00023267606942378917, -0.2692307692307692, -0.8675213675213675, -0.00028403565972595494, -0.32051282051282054, -0.9786324786324786, -0.0003204805886369521, -0.01282051282051282, -0.49145299145299143, -0.0001904003288736746, -0.021367521367521368, -0.6623931623931624, -0.000264496193709642, -0.03418803418803419, -0.7735042735042735, -0.00029492356886527834, -0.05128205128205128, -0.8717948717948718, -0.00031530001527540043]"
332,332,HOLD,"[0.0, 0.0, 0.0, -0.2077922077922078, -0.008658008658008658, -0.00011176682787599615, -0.42424242424242425, -0.07792207792207792, -0.0001766164798066483, -0.5844155844155844, -0.15151515151515152, -0.00023262702578391462, -0.7186147186147186, -0.2077922077922078, -0.0002888612665738648, -0.38095238095238093, -0.4199134199134199, -0.00011332640211362973, -0.5194805194805194, -0.6060606060606061, -0.00020395782059206703, -0.5930735930735931, -0.7272727272727273, -0.00027723497421511955, -0.6493506493506493, -0.8398268398268398, -0.0003313180614426808, -0.2727272727272727, -0.4935064935064935, -0.00012566195104088732, -0.37662337662337664, -0.7229437229437229, -0.0002037597351343354, -0.44155844155844154, -0.8744588744588745, -0.00026663208844659243, -0.4935064935064935, -1.0, -0.00031364760652566483, -0.1471861471861472, -0.5151515151515151, -0.0001542583195503409, -0.22077922077922077, -0.7316017316017316, -0.00023901068969007808, -0.2683982683982684, -0.8614718614718615, -0.0002916733608184708, -0.3203463203463203, -0.974025974025974, -0.000328678362666865, -0.012987012987012988, -0.4935064935064935, -0.00019318391013256513, -0.012987012987012988, -0.6623376623376623, -0.00027002208649139496, -0.021645021645021644, -0.7748917748917749, -0.0003022536045628462, -0.03896103896103896, -0.8744588744588745, -0.0003239829164646158]"
333,333,HOLD,"[0.0, 0.0, 0.0, -0.20614035087719298, -0.0043859649122807015, -0.0001181911371609682, -0.42543859649122806, -0.07017543859649122, -0.00018494057828795057, -0.5921052631578947, -0.14912280701754385, -0.00024185451777232933, -0.7324561403508771, -0.20175438596491227, -0.00029804161717369456, -0.39035087719298245, -0.42543859649122806, -0.00011641745782610182, -0.5263157894736842, -0.6140350877192983, -0.00020519403397912086, -0.6052631578947368, -0.7368421052631579, -0.00027533133253068866, -0.6622807017543859, -0.8464912280701754, -0.0003272381550740839, -0.27631578947368424, -0.5, -0.00012456202079204703, -0.38596491228070173, -0.7280701754385965, -0.0002015241492043523, -0.4517543859649123, -0.8771929824561403, -0.00026283581022505784, -0.5, -1.0, -0.00030878329568139904, -0.14912280701754385, -0.5175438596491229, -0.00014984020685815586, -0.21929824561403508, -0.7192982456140351, -0.0002360420355501989, -0.2719298245614035, -0.8421052631578947, -0.00029140991420474583, -0.32456140350877194, -0.9473684210526315, -0.0003294536571061463, -0.008771929824561403, -0.4956140350877193, -0.00018565248453178515, -0.0043859649122807015, -0.6622807017543859, -0.0002634884059259827, -0.008771929824561403, -0.7675438596491229, -0.0002991755759337553, -0.021929824561403508, -0.8596491228070176, -0.000323337678097639]"
334,334,HOLD,"[0.0, 0.0, 0.0, -0.2096069868995633, -0.008733624454148471, -0.0001175855148504598, -0.42358078602620086, -0.07423580786026202, -0.00018539860905150612, -0.5895196506550219, -0.15283842794759825, -0.00024341889925031114, -0.7292576419213974, -0.2052401746724891, -0.0003008854063384601, -0.388646288209607, -0.4279475982532751, -0.00012165969729316239, -0.5283842794759825, -0.6157205240174672, -0.00021301112771707803, -0.6069868995633187, -0.7336244541484717, -0.0002837941323372678, -0.6681222707423581, -0.8427947598253275, -0.0003361563247431517, -0.27510917030567683, -0.4978165938864629, -0.0001308314189447269, -0.38427947598253276, -0.7248908296943232, -0.00021030550956358508, -0.4497816593886463, -0.8733624454148472, -0.0002734282273980411, -0.5021834061135371, -1.0, -0.000320379899273241, -0.14847161572052403, -0.5152838427947598, -0.00015649910832749657, -0.21397379912663755, -0.7117903930131004, -0.00024614205392320035, -0.2663755458515284, -0.8296943231441049, -0.0003027798384625522, -0.314410480349345, -0.925764192139738, -0.000340573900866685, -0.004366812227074236, -0.49344978165938863, -0.00019214123808293314, 0.0, -0.6506550218340611, -0.00027266996001205023, -0.004366812227074236, -0.7510917030567685, -0.00030807931606058423, -0.017467248908296942, -0.834061135371179, -0.00033116886054216987]"
335,335,HOLD,"[0.0, 0.0, 0.0, -0.2079646017699115, 0.0, -0.00011888677449063235, -0.42920353982300885, -0.07079646017699115, -0.00018544689065033728, -0.5973451327433629, -0.14601769911504425, -0.00024186791222681359, -0.7389380530973452, -0.19469026548672566, -0.0002985050006406007, -0.4026548672566372, -0.42035398230088494, -0.00012558313215438617, -0.5442477876106194, -0.6061946902654868, -0.00021616810698926294, -0.6238938053097345, -0.7300884955752213, -0.000286162718275747, -0.6858407079646017, -0.8362831858407079, -0.0003381235948334263, -0.28761061946902655, -0.49557522123893805, -0.00013395157647845337, -0.39823008849557523, -0.7256637168141593, -0.00021219999699439995, -0.4690265486725664, -0.8805309734513275, -0.00027459466991672845, -0.5221238938053098, -1.0, -0.00032147441534315964, -0.15486725663716813, -0.5176991150442478, -0.00015858899815394132, -0.22566371681415928, -0.7123893805309734, -0.00024748395218759884, -0.27876106194690264, -0.827433628318584, -0.0003057777892854926, -0.33185840707964603, -0.9203539823008849, -0.0003454532518479186, -0.008849557522123894, -0.4911504424778761, -0.00019320205493812386, -0.004424778761061947, -0.6504424778761062, -0.00027503257284623706, -0.008849557522123894, -0.7433628318584071, -0.0003126299168311954, -0.02654867256637168, -0.8230088495575221, -0.00033750292190909756]"
336,336,HOLD,"[0.0, 0.0, 0.0, -0.21238938053097345, 0.0, -0.00011681119432218356, -0.4336283185840708, -0.06637168141592921, -0.00018252217506403465, -0.6017699115044248, -0.14601769911504425, -0.0002382454135037212, -0.7433628318584071, -0.19911504424778761, -0.0002935817986778564, -0.40707964601769914, -0.42035398230088494, -0.00012236639336928907, -0.5530973451327433, -0.6106194690265486, -0.0002109650961644992, -0.6327433628318584, -0.7300884955752213, -0.0002795201135208232, -0.6946902654867256, -0.8362831858407079, -0.0003299555661192093, -0.2920353982300885, -0.5, -0.0001311640043226074, -0.40707964601769914, -0.7300884955752213, -0.00020606757569092615, -0.4778761061946903, -0.8805309734513275, -0.00026659099903244936, -0.5353982300884956, -1.0, -0.0003118969411764635, -0.1592920353982301, -0.5176991150442478, -0.00015616699895490638, -0.2345132743362832, -0.7168141592920354, -0.00024077529770601163, -0.28761061946902655, -0.831858407079646, -0.0002972341985617174, -0.34513274336283184, -0.9247787610619469, -0.0003360924049604366, -0.01327433628318584, -0.49557522123893805, -0.00019110254060368672, -0.008849557522123894, -0.6504424778761062, -0.0002688314644424372, -0.017699115044247787, -0.7477876106194691, -0.00030413986479277156, -0.035398230088495575, -0.8230088495575221, -0.00032747903928283093]"
337,337,HOLD,"[0.0, 0.0, 0.0, -0.2088888888888889, 0.0044444444444444444, -0.00011433313878064331, -0.4311111111111111, -0.06666666666666667, -0.00017818963122054912, -0.6044444444444445, -0.14222222222222222, -0.00023268496584579325, -0.7466666666666667, -0.19555555555555557, -0.0002869803600015075, -0.40444444444444444, -0.4222222222222222, -0.00011976134205876103, -0.5511111111111111, -0.6088888888888889, -0.00020873648184887214, -0.6355555555555555, -0.7288888888888889, -0.00027810665228318815, -0.6977777777777778, -0.8355555555555556, -0.00032920399233717036, -0.29333333333333333, -0.49777777777777776, -0.00012915991006644213, -0.41333333333333333, -0.7288888888888889, -0.000203497183902578, -0.48444444444444446, -0.88, -0.0002635977393224999, -0.5422222222222223, -1.0, -0.0003086875437864162, -0.16, -0.52, -0.00015451825915129626, -0.23555555555555555, -0.7155555555555555, -0.00023708888813871453, -0.29333333333333333, -0.8355555555555556, -0.0002915549833743272, -0.3511111111111111, -0.9244444444444444, -0.00032958728331676767, -0.013333333333333334, -0.49777777777777776, -0.00018998166513130047, -0.008888888888888889, -0.6533333333333333, -0.00026560081963756, -0.017777777777777778, -0.7466666666666667, -0.0002993775962957241, -0.04, -0.8222222222222222, -0.00032180642676040507]"
338,338,HOLD,"[0.0, 0.0, 0.0, -0.2079646017699115, 0.0, -0.00011632057732235084, -0.42920353982300885, -0.06637168141592921, -0.00018245511203262728, -0.6017699115044248, -0.14601769911504425, -0.00023898537032949257, -0.7433628318584071, -0.19911504424778761, -0.0002950271046061122, -0.40707964601769914, -0.4247787610619469, -0.00012044683907725184, -0.5530973451327433, -0.6106194690265486, -0.00021095971470962653, -0.6371681415929203, -0.7300884955752213, -0.0002818607089060288, -0.6991150442477876, -0.8362831858407079, -0.0003339056847163752, -0.2920353982300885, -0.5, -0.00012954291831125268, -0.41150442477876104, -0.7300884955752213, -0.00020531733397938579, -0.48672566371681414, -0.8805309734513275, -0.00026677903596855965, -0.5442477876106194, -1.0, -0.00031257998018187827, -0.16371681415929204, -0.5176991150442478, -0.00015498300817737607, -0.23893805309734514, -0.7212389380530974, -0.0002387273198001898, -0.29646017699115046, -0.8362831858407079, -0.00029473640009414903, -0.35398230088495575, -0.9336283185840708, -0.0003337980139365984, -0.017699115044247787, -0.49557522123893805, -0.0001906428220846702, -0.01327433628318584, -0.6504424778761062, -0.0002678264689186723, -0.022123893805309734, -0.7477876106194691, -0.00030307597341840316, -0.04424778761061947, -0.8230088495575221, -0.00032641860946139474]"
339,339,HOLD,"[0.0, 0.0, 0.0, -0.2079646017699115, 0.0, -0.00011415340859605898, -0.4336283185840708, -0.06637168141592921, -0.00017885238785459627, -0.6017699115044248, -0.14601769911504425, -0.00023422228415783221, -0.7477876106194691, -0.19469026548672566, -0.00028962279047914006, -0.41150442477876104, -0.42035398230088494, -0.00011997518842790729, -0.5619469026548672, -0.6061946902654868, -0.00021026502466635062, -0.6415929203539823, -0.7256637168141593, -0.0002808636439723326, -0.7079646017699115, -0.831858407079646, -0.00033286520201875796, -0.29646017699115046, -0.5, -0.00013022163236099758, -0.42035398230088494, -0.7300884955752213, -0.0002059417428570586, -0.4911504424778761, -0.8805309734513275, -0.0002673532852958864, -0.5486725663716814, -1.0, -0.0003134831100049347, -0.168141592920354, -0.5176991150442478, -0.0001565310088281158, -0.24778761061946902, -0.7168141592920354, -0.00024117131870205117, -0.3008849557522124, -0.8362831858407079, -0.0002977174506916484, -0.3584070796460177, -0.9292035398230089, -0.00033707438444997053, -0.022123893805309734, -0.49557522123893805, -0.00019273684150150088, -0.022123893805309734, -0.6504424778761062, -0.0002712846533789119, -0.030973451327433628, -0.7433628318584071, -0.00030693988484946724, -0.05309734513274336, -0.8230088495575221, -0.00033053435711006895]"
340,340,HOLD,"[0.0, 0.0, 0.0, -0.2079646017699115, 0.0, -0.00011583824773092561, -0.4336283185840708, -0.06637168141592921, -0.0001798162102390639, -0.6061946902654868, -0.14601769911504425, -0.0002343222677662769, -0.7522123893805309, -0.19469026548672566, -0.00028853173614154195, -0.41150442477876104, -0.42035398230088494, -0.00011613781217003666, -0.5619469026548672, -0.6061946902654868, -0.00020591430835042754, -0.6460176991150443, -0.7256637168141593, -0.00027688568745645124, -0.7123893805309734, -0.827433628318584, -0.00032899834486841475, -0.3008849557522124, -0.5, -0.00012499067610158705, -0.42035398230088494, -0.7300884955752213, -0.0001998815468673617, -0.49557522123893805, -0.8805309734513275, -0.0002609058898853449, -0.5575221238938053, -1.0, -0.00030619373305259927, -0.17256637168141592, -0.5221238938053098, -0.00015040655982256313, -0.252212389380531, -0.7212389380530974, -0.0002337394576375923, -0.30973451327433627, -0.8407079646017699, -0.00028858998913231524, -0.3672566371681416, -0.9336283185840708, -0.00032630871824009607, -0.02654867256637168, -0.5, -0.00018619674240671804, -0.02654867256637168, -0.6548672566371682, -0.00026297581612087307, -0.03982300884955752, -0.7522123893805309, -0.0002966437370858821, -0.05752212389380531, -0.827433628318584, -0.00031847716901760564]"
341,341,HOLD,"[0.0, 0.0, 0.0, -0.2088888888888889, 0.0, -0.00011176762768930833, -0.43555555555555553, -0.06666666666666667, -0.0001753489287956553, -0.6044444444444445, -0.14222222222222222, -0.00023011755071719462, -0.7511111111111111, -0.19111111111111112, -0.00028507641079664203, -0.41333333333333333, -0.4177777777777778, -0.00011548012782441219, -0.5644444444444444, -0.6044444444444445, -0.00020570934934059754, -0.6488888888888888, -0.7244444444444444, -0.00027782871778779533, -0.7155555555555555, -0.8311111111111111, -0.0003311150715348453, -0.3022222222222222, -0.49777777777777776, -0.00012691411994536692, -0.4266666666666667, -0.7288888888888889, -0.00020232864011632046, -0.5022222222222222, -0.88, -0.00026541307028108145, -0.5644444444444444, -1.0, -0.0003126395191348921, -0.17333333333333334, -0.52, -0.00015413604964123806, -0.2577777777777778, -0.7288888888888889, -0.00023644923623376395, -0.31555555555555553, -0.8488888888888889, -0.0002922598632438975, -0.37333333333333335, -0.9466666666666667, -0.00033188983257585074, -0.03111111111111111, -0.49777777777777776, -0.00019134062319305182, -0.03111111111111111, -0.6577777777777778, -0.0002682345223689077, -0.044444444444444446, -0.7511111111111111, -0.00030258378508329366, -0.06666666666666667, -0.8311111111111111, -0.00032531385079993114]"
342,342,HOLD,"[0.0, 0.0, 0.0, -0.2079646017699115, 0.0, -0.00010957433615385224, -0.42920353982300885, -0.07079646017699115, -0.0001725791737148224, -0.6017699115044248, -0.1415929203539823, -0.00022691726350689676, -0.7433628318584071, -0.19469026548672566, -0.0002818410645386846, -0.41150442477876104, -0.4247787610619469, -0.000114885487477445, -0.5663716814159292, -0.6061946902654868, -0.00020396162908172506, -0.6504424778761062, -0.7256637168141593, -0.0002752247181984208, -0.7168141592920354, -0.827433628318584, -0.00032806993911235, -0.3053097345132743, -0.5, -0.00012756213937196377, -0.42920353982300885, -0.7300884955752213, -0.0002012910904452896, -0.504424778761062, -0.8805309734513275, -0.00026313888745508685, -0.5663716814159292, -1.0, -0.0003096105652415679, -0.17699115044247787, -0.5221238938053098, -0.00015565168536880696, -0.25663716814159293, -0.7300884955752213, -0.00023605050498416258, -0.3185840707964602, -0.8539823008849557, -0.0002910010588750407, -0.37610619469026546, -0.9557522123893806, -0.00033067652143746674, -0.030973451327433628, -0.5, -0.00019352109093065075, -0.03982300884955752, -0.6548672566371682, -0.00026975302499490823, -0.05309734513274336, -0.7522123893805309, -0.0003035771114479156, -0.0752212389380531, -0.831858407079646, -0.0003261341727783227]"
343,343,HOLD,"[0.0, 0.0, 0.0, -0.21238938053097345, 0.0, -0.00010978661477494836, -0.43805309734513276, -0.06637168141592921, -0.00017243068434424913, -0.6061946902654868, -0.1415929203539823, -0.00022679163686926138, -0.7522123893805309, -0.19469026548672566, -0.0002814521620751774, -0.415929203539823, -0.42035398230088494, -0.00011121816471543741, -0.5707964601769911, -0.6017699115044248, -0.000201396942797306, -0.6548672566371682, -0.7212389380530974, -0.00027389358102676895, -0.7212389380530974, -0.827433628318584, -0.00032768159709074606, -0.30973451327433627, -0.49557522123893805, -0.0001244523574022357, -0.4336283185840708, -0.7256637168141593, -0.00019922043369863693, -0.5132743362831859, -0.8761061946902655, -0.0002620101851956271, -0.5752212389380531, -1.0, -0.00030892027690276386, -0.18141592920353983, -0.5176991150442478, -0.00015357797915885687, -0.26991150442477874, -0.7212389380530974, -0.0002355002941540149, -0.33185840707964603, -0.8451327433628318, -0.00029094110284160477, -0.3893805309734513, -0.9469026548672567, -0.00033056510365043877, -0.035398230088495575, -0.4911504424778761, -0.00019258846091942203, -0.048672566371681415, -0.6460176991150443, -0.00027066993568252427, -0.06637168141592921, -0.7389380530973452, -0.00030491786456670136, -0.09292035398230089, -0.8141592920353983, -0.00032741663993916435]"
